phrase,count,source,seed,cluster,intent,intent_label,intent_legacy,service_fit,priority
сколько учиться на права на машину,4612,similar,машинное обучение для бизнеса,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ооо бнэио право что это,4601,similar,ии для юристов,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
call me by your name,4592,similar,ии для hr,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
агентология,4581,similar,разработка ai агентов,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
эйчар это,4520,similar,ии для hr,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
epd qms ru проверка,4471,similar,ит аудит компании,consulting,negative,Негатив / шум,irrelevant,skip,P0-skip
обучай нейросеть,3908,similar,внедрение нейросетей в бизнес,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
интегративный подход,4407,similar,разработка api интеграции,integration,negative,Негатив / шум,irrelevant,skip,P0-skip
спроси нейросеть,3797,similar,внедрение нейросетей в бизнес,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
бухгалтер милый мой бухгалтер,4341,similar,ии для бухгалтерии,automation-processes,negative,Негатив / шум,product_1c,skip,P0-skip
